date,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率
2024-09-02,110.589,111.037,111.06,110.467,78369,903906258.0,0.54,0.6,0.661,4.08
2024-09-03,111.038,111.05,111.2,110.9,59972,693137986.0,0.27,0.01,0.013,3.12
2024-09-04,111.217,111.446,111.521,111.208,92580,1072987649.0,0.28,0.36,0.396,4.82
2024-09-05,111.75,111.872,111.989,111.6,92209,1072725985.0,0.35,0.38,0.426,4.8
2024-09-06,111.83,111.957,112.027,111.62,81235,945463434.0,0.36,0.08,0.085,4.23
2024-09-09,111.87,112.345,112.352,111.85,81384,949749013.0,0.45,0.35,0.388,4.23
2024-09-10,112.345,112.545,112.659,112.332,123379,1443863440.0,0.29,0.18,0.2,6.42
2024-09-11,112.76,112.947,112.981,112.72,91534,1074096837.0,0.23,0.36,0.402,4.76
2024-09-12,112.975,112.996,113.289,112.724,124943,1468621225.0,0.5,0.04,0.049,6.5
2024-09-13,113.43,113.862,113.866,113.1,126781,1497596715.0,0.68,0.77,0.866,6.59
2024-09-18,114.322,115.227,115.25,114.322,103609,1237179361.0,0.82,1.2,1.365,5.39
2024-09-19,115.8,114.595,115.95,114.434,178509,2138863823.0,1.32,-0.55,-0.632,9.29
2024-09-20,114.82,115.594,115.615,114.82,176654,2118518464.0,0.69,0.87,0.999,9.19
2024-09-23,115.751,116.043,116.263,115.726,144704,1743001078.0,0.46,0.39,0.449,7.53
2024-09-24,116.51,115.003,116.547,114.4,273411,3279091059.0,1.85,-0.9,-1.04,14.22
2024-09-25,114.32,115.449,115.485,113.82,240085,2866174696.0,1.45,0.39,0.446,12.49
2024-09-26,115.703,114.446,115.98,114.366,303287,3631018965.0,1.4,-0.87,-1.003,15.78
2024-09-27,113.1,111.029,113.1,110.661,124388,1453881983.0,2.13,-2.99,-3.417,6.47
2024-09-30,109.0,110.6,110.931,108.463,286327,3285025409.0,2.22,-0.39,-0.429,14.89
2024-10-08,109.298,110.658,111.47,109.241,252775,2915182299.0,2.02,0.05,0.058,13.15
2024-10-09,111.0,111.657,111.7,110.68,302720,3500747427.0,0.92,0.9,0.999,15.75
2024-10-10,111.677,112.907,113.06,111.121,386033,4504204877.0,1.74,1.12,1.25,20.08
2024-10-11,113.302,112.394,113.8,112.3,476494,5606141645.0,1.33,-0.45,-0.513,24.79
2024-10-14,112.542,112.46,112.965,112.201,385296,4510350067.0,0.68,0.06,0.066,20.04
2024-10-15,112.512,112.298,112.75,111.665,416771,4859786521.0,0.96,-0.14,-0.162,21.68
2024-10-16,112.469,112.163,112.5,112.084,366494,4277787800.0,0.37,-0.12,-0.135,19.06
2024-10-17,111.984,112.74,112.755,111.911,311686,3643927024.0,0.75,0.51,0.577,16.21
2024-10-18,113.021,112.525,113.25,112.105,479274,5618918135.0,1.02,-0.19,-0.215,24.93
2024-10-21,112.45,112.567,112.771,112.341,330365,3866066856.0,0.38,0.04,0.042,17.18
2024-10-22,112.554,112.205,112.635,112.185,286617,3352153121.0,0.4,-0.32,-0.362,14.91
2024-10-23,112.016,111.44,112.149,110.82,454775,5268031956.0,1.18,-0.68,-0.765,23.66
2024-10-24,111.651,111.528,111.92,111.502,360274,4187841654.0,0.38,0.08,0.088,18.74
2024-10-25,111.55,111.202,111.559,111.1,306744,3552796403.0,0.41,-0.29,-0.326,15.96
2024-10-28,111.202,110.765,111.238,110.744,219627,2501140628.0,0.44,-0.39,-0.437,11.42
2024-10-29,110.64,111.303,111.351,110.453,315972,3600420505.0,0.81,0.49,0.538,16.44
2024-10-30,111.325,111.49,111.629,111.2,291246,3333116863.0,0.39,0.17,0.187,15.15
2024-10-31,111.454,111.604,111.611,111.261,284692,3257707404.0,0.31,0.1,0.114,14.81
2024-11-01,111.783,112.258,112.288,111.631,349458,4021113617.0,0.59,0.59,0.654,18.18
2024-11-04,112.23,112.257,112.534,112.126,285724,3295517019.0,0.36,0.0,-0.001,14.86
2024-11-05,112.38,112.453,112.528,112.12,352756,4068497761.0,0.36,0.17,0.196,18.35
2024-11-06,112.555,112.669,113.0,112.465,354643,4104332676.0,0.48,0.19,0.216,18.45
2024-11-07,112.68,112.511,112.775,112.49,257264,2974039831.0,0.25,-0.14,-0.158,13.38
2024-11-08,112.417,112.847,112.956,112.388,332823,3851281024.0,0.5,0.3,0.336,17.31
2024-11-11,112.81,112.881,113.023,112.806,243353,2820529044.0,0.19,0.03,0.034,12.66
2024-11-12,112.988,113.526,113.558,112.976,313483,3646332351.0,0.52,0.57,0.645,16.31
2024-11-13,113.608,113.544,113.745,113.384,339634,3959537291.0,0.32,0.02,0.018,17.67
2024-11-14,113.438,113.024,113.521,112.93,324436,3769042146.0,0.52,-0.46,-0.52,16.88
2024-11-15,113.023,112.928,113.281,112.91,265973,3086848630.0,0.33,-0.08,-0.096,13.83
2024-11-18,112.7,111.959,112.7,111.946,227342,2618867440.0,0.67,-0.86,-0.969,11.83
2024-11-19,111.874,112.35,112.385,111.765,224208,2582389120.0,0.55,0.35,0.391,11.66
2024-11-20,112.35,112.378,112.463,112.201,212461,2450492329.0,0.23,0.02,0.028,11.05
2024-11-21,112.305,112.785,112.79,112.17,232543,2684395552.0,0.55,0.36,0.407,12.1
2024-11-22,112.926,113.085,113.157,112.821,251154,2913168876.0,0.3,0.27,0.3,13.06
2024-11-25,112.927,113.388,113.606,112.915,286375,3332975164.0,0.61,0.27,0.303,14.9
2024-11-26,113.536,113.769,113.798,113.388,280736,3271614647.0,0.36,0.34,0.381,14.6
2024-11-27,113.64,113.479,113.906,113.39,371976,4342411053.0,0.45,-0.25,-0.29,19.35
2024-11-28,113.479,113.842,113.888,113.416,343258,4003578025.0,0.42,0.32,0.363,17.85
2024-11-29,114.2,114.347,114.54,113.86,435202,5104032373.0,0.6,0.44,0.505,22.64
2024-12-02,114.701,115.269,115.318,114.701,318786,3764056086.0,0.54,0.81,0.922,16.58
2024-12-03,115.27,115.183,115.314,114.814,323484,3821866340.0,0.43,-0.07,-0.086,16.83
2024-12-04,115.26,115.891,115.99,115.26,358077,4250096272.0,0.63,0.61,0.708,18.63
2024-12-05,115.881,115.998,116.143,115.642,347547,4132336967.0,0.43,0.09,0.107,18.08
2024-12-06,115.81,115.468,116.053,115.35,487936,5795228331.0,0.61,-0.46,-0.53,25.38
2024-12-09,115.511,115.649,115.83,115.511,404583,4802519027.0,0.28,0.16,0.181,21.04
2024-12-10,116.425,117.871,117.895,116.02,475678,5718183879.0,1.62,1.92,2.222,24.74
2024-12-11,117.27,117.532,117.864,117.056,500609,6030458546.0,0.69,-0.29,-0.339,26.04
2024-12-12,118.146,118.017,118.551,117.79,515063,6238033825.0,0.65,0.41,0.485,26.79
2024-12-13,118.799,119.063,119.319,118.558,448454,5475782235.0,0.64,0.89,1.046,23.33
2024-12-16,119.466,120.334,120.77,119.456,482325,5943776693.0,1.1,1.07,1.271,25.09
2024-12-17,120.008,119.835,120.347,119.668,570897,7018962765.0,0.56,-0.41,-0.499,29.7
2024-12-18,120.015,119.079,120.358,118.2,691306,8460110167.0,1.8,-0.63,-0.756,35.96
2024-12-19,119.01,118.513,119.24,118.21,541380,6589272202.0,0.86,-0.48,-0.566,28.16
2024-12-20,119.158,120.107,120.125,119.15,401482,4924061498.0,0.82,1.35,1.594,20.88
2024-12-23,120.967,120.065,121.28,119.762,498191,6148656601.0,1.26,-0.03,-0.042,25.91
2024-12-24,119.82,119.181,120.361,119.067,499618,6136520295.0,1.08,-0.74,-0.884,25.99
2024-12-25,119.33,119.142,119.556,118.665,412762,5040069539.0,0.75,-0.03,-0.039,21.47
2024-12-26,119.257,119.061,119.45,118.94,345163,4214245836.0,0.43,-0.07,-0.081,17.95
2024-12-27,119.871,120.64,120.68,119.579,497833,6136309754.0,0.92,1.33,1.579,25.9
2024-12-30,120.57,120.084,120.653,120.062,371341,4580446459.0,0.49,-0.46,-0.556,19.32
2024-12-31,121.01,121.143,121.315,120.669,455183,5648917219.0,0.54,0.88,1.059,23.68
2025-01-02,122.123,122.903,123.248,121.952,445431,5600415287.0,1.07,1.45,1.76,23.17
2025-01-03,123.911,123.025,124.495,122.531,741640,9382867785.0,1.6,0.1,0.122,38.58
2025-01-06,123.045,123.442,123.48,122.154,543415,6843188166.0,1.08,0.34,0.417,28.27
2025-01-07,123.198,122.996,123.419,122.57,576019,7261676181.0,0.69,-0.36,-0.446,29.96
2025-01-08,122.757,122.779,123.355,122.564,612690,7717980094.0,0.64,-0.18,-0.217,31.87
2025-01-09,122.62,122.018,122.777,122.0,482230,6044360568.0,0.63,-0.62,-0.761,25.08
2025-01-10,121.0,121.888,122.0,120.005,530967,6599534849.0,1.64,-0.11,-0.13,27.62
2025-01-13,121.899,121.969,122.2,121.637,484978,6059421315.0,0.46,0.07,0.081,25.23
2025-01-14,121.395,121.466,121.745,121.031,562165,6994695228.0,0.59,-0.41,-0.503,29.24
2025-01-15,122.24,122.669,122.76,122.1,526223,6601500452.0,0.54,0.99,1.203,27.37
2025-01-16,122.35,122.448,122.927,121.9,570846,7160384355.0,0.84,-0.18,-0.221,29.69
2025-01-17,122.571,122.3,122.807,122.161,559840,7020324603.0,0.53,-0.12,-0.148,29.12
2025-01-20,121.951,121.718,122.091,121.6,498959,6226383250.0,0.4,-0.48,-0.582,25.95
2025-01-21,121.601,122.168,122.194,121.512,521135,6502806174.0,0.56,0.37,0.45,27.11
2025-01-22,122.529,122.265,122.71,122.25,458895,5760147889.0,0.38,0.08,0.097,23.87
2025-01-23,122.178,122.248,122.409,122.005,478527,5991990999.0,0.33,-0.01,-0.017,24.89
2025-01-24,122.166,122.33,122.492,121.704,482731,6035345822.0,0.64,0.07,0.082,25.11
2025-01-27,122.601,123.388,123.408,122.601,470756,5938267499.0,0.66,0.86,1.058,24.49
2025-02-05,123.28,123.867,123.95,123.256,396163,5016301837.0,0.56,0.39,0.479,20.61
2025-02-06,124.119,124.372,124.577,124.004,489016,6224159182.0,0.46,0.41,0.505,25.44
2025-02-07,124.5,124.16,124.618,124.108,634937,8087519182.0,0.41,-0.17,-0.212,33.03
2025-02-10,123.995,123.77,124.191,123.756,456787,5800299314.0,0.35,-0.31,-0.39,23.76
2025-02-11,123.788,124.142,124.171,123.788,526359,6686452784.0,0.31,0.3,0.372,27.38
2025-02-12,124.25,124.133,124.37,124.031,671819,8547998351.0,0.27,-0.01,-0.009,34.95
2025-02-13,124.22,124.324,124.35,123.935,692813,8806361447.0,0.33,0.15,0.191,36.04
2025-02-14,124.249,123.773,124.318,123.666,760003,9655720903.0,0.52,-0.44,-0.551,39.53
2025-02-17,123.725,123.008,123.725,123.0,656115,8281496335.0,0.59,-0.62,-0.765,34.13
2025-02-18,122.721,122.533,122.878,121.826,757476,9494815243.0,0.86,-0.39,-0.475,39.4
2025-02-19,122.8,122.939,122.98,122.315,585982,7360146182.0,0.54,0.33,0.406,30.48
2025-02-20,122.863,122.18,122.903,122.164,643617,8083333650.0,0.6,-0.62,-0.759,33.48
2025-02-21,121.929,121.773,122.247,121.527,701018,8750093966.0,0.59,-0.33,-0.407,36.46
2025-02-24,121.403,120.284,121.664,120.175,760002,9419740345.0,1.22,-1.22,-1.489,39.53
2025-02-25,120.813,120.911,121.222,119.593,976012,12046207810.0,1.35,0.52,0.627,50.77
2025-02-26,120.911,120.982,121.28,120.619,749884,9299688919.0,0.55,0.06,0.071,39.01
2025-02-27,120.94,120.663,121.219,120.641,576605,7148752444.0,0.48,-0.26,-0.319,29.99
2025-02-28,120.703,121.278,121.338,120.365,728478,9017165691.0,0.81,0.51,0.615,37.89
2025-03-03,121.293,121.785,121.954,120.955,673286,8373762224.0,0.82,0.42,0.507,35.02
2025-03-04,122.209,121.593,122.224,121.466,708277,8832714391.0,0.62,-0.16,-0.192,36.84
2025-03-05,121.6,121.721,121.94,121.6,668185,8333923864.0,0.28,0.11,0.128,34.76
